InvoiceNo,StockCode,Description,Quantity,InvoiceDate,InvoiceTime,UnitPrice,CustomerID,Revenue,TotalCartRevenue,TotalCartSize
558556,84596B,TIGER MIX DESIGN ORANGE BOWL,4,7/16/16,13:14,0.42,17954,1.68,5.91,11
558556,21080,SET/20 DOLPHIN PAPER NAPKINS ,3,7/16/16,13:14,0.85,17954,2.55,5.91,11
558557,47566,OWL PARTY BUNTING,4,7/16/16,13:17,4.95,13282,19.8,19.8,4
558564,23084,RABBIT NIGHT LIGHT,40,7/16/16,13:45,1.79,14057,71.6,88.1,50
558564,22382,LUNCH BAG SPACECHIMP DESIGN ,10,7/16/16,13:45,1.65,14057,16.5,88.1,50
558565,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/16/16,13:58,12.75,14803,12.75,12.75,1
558567,85099B,JUMBO BAG RED FOX,10,7/16/16,14:37,2.08,14191,20.8,20.8,10
558568,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,7/16/16,14:37,4.25,16316,25.5,79.95,17
558568,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/16/16,14:37,4.95,16316,14.85,79.95,17
558568,47566,OWL PARTY BUNTING,8,7/16/16,14:37,4.95,16316,39.6,79.95,17
558571,23084,RABBIT NIGHT LIGHT,48,7/16/16,14:46,1.79,17017,85.92,85.92,48
558611,47566,OWL PARTY BUNTING,4,7/16/16,15:35,4.95,16475,19.8,19.8,4
558613,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,7/16/16,15:46,2.55,14911,30.6,30.6,12
558616,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,7/16/16,16:22,4.25,16045,25.5,25.5,6
558620,85099B,JUMBO BAG RED FOX,1,7/16/16,16:39,2.08,15584,2.08,2.08,1
558622,47566,OWL PARTY BUNTING,8,7/16/16,16:51,4.95,16357,39.6,39.6,8
558628,23203,FARM ANIMAL DOILEY PATTERNS,10,7/16/16,17:59,2.08,12626,20.8,41.6,20
558628,85099B,JUMBO BAG RED FOX,10,7/16/16,17:59,2.08,12626,20.8,41.6,20
558630,47566,OWL PARTY BUNTING,8,7/16/16,18:07,4.95,15615,39.6,54.45,11
558630,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/16/16,18:07,4.95,15615,14.85,54.45,11
558631,21175,SEEYA LATER ALLIGATOR METAL SIGN,5,7/16/16,18:17,2.55,17921,12.75,14.4,6
558631,22382,LUNCH BAG SPACECHIMP DESIGN ,1,7/16/16,18:17,1.65,17921,1.65,14.4,6
558638,22423,REGENCY CAKESTAND 3 TIER RHINO,2,7/17/16,8:16,12.75,16317,25.5,40.35,5
558638,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/17/16,8:16,4.95,16317,14.85,40.35,5
558640,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,7/17/16,8:58,0.85,14911,10.2,10.2,12
558641,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,7/17/16,9:19,2.55,17865,30.6,205.8,28
558641,22423,REGENCY CAKESTAND 3 TIER RHINO,16,7/17/16,9:19,10.95,17865,175.2,205.8,28
558642,85099B,JUMBO BAG RED FOX,10,7/17/16,9:47,2.08,17667,20.8,60.4,18
558642,47566,OWL PARTY BUNTING,8,7/17/16,9:47,4.95,17667,39.6,60.4,18
558643,85099B,JUMBO BAG RED FOX,20,7/17/16,9:51,2.08,13534,41.6,62.4,30
558643,23203,FARM ANIMAL DOILEY PATTERNS,10,7/17/16,9:51,2.08,13534,20.8,62.4,30
558647,22382,LUNCH BAG SPACECHIMP DESIGN ,10,7/17/16,10:39,1.65,14868,16.5,16.5,10
558684,23084,RABBIT NIGHT LIGHT,6,7/17/16,11:29,2.08,14016,12.48,12.48,6
558686,85099B,JUMBO BAG RED FOX,10,7/17/16,11:33,2.08,17706,20.8,20.8,10
558696,22382,LUNCH BAG SPACECHIMP DESIGN ,10,7/17/16,12:09,1.65,16746,16.5,42,12
558696,22423,REGENCY CAKESTAND 3 TIER RHINO,2,7/17/16,12:09,12.75,16746,25.5,42,12
558700,84596B,TIGER MIX DESIGN ORANGE BOWL,2,7/17/16,12:33,0.42,17920,0.84,3.39,3
558700,21175,SEEYA LATER ALLIGATOR METAL SIGN,1,7/17/16,12:33,2.55,17920,2.55,3.39,3
558702,47566,OWL PARTY BUNTING,4,7/17/16,12:45,4.95,12748,19.8,19.8,4
558703,22423,REGENCY CAKESTAND 3 TIER RHINO,3,7/17/16,12:47,12.75,13730,38.25,38.25,3
558704,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,7/17/16,12:50,2.55,17505,30.6,30.6,12
558705,47566,OWL PARTY BUNTING,1,7/17/16,12:52,4.95,12748,4.95,4.95,1
558729,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/17/16,14:51,0.55,13450,13.2,58.2,36
558729,22960,JAM MAKING SET WITH JARS BALD EAGLE,12,7/17/16,14:51,3.75,13450,45,58.2,36
558731,23203,FARM ANIMAL DOILEY PATTERNS,10,7/17/16,14:53,1.95,13285,19.5,36,20
558731,22382,LUNCH BAG SPACECHIMP DESIGN ,10,7/17/16,14:53,1.65,13285,16.5,36,20
558738,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,7/17/16,15:35,0.85,12922,10.2,10.2,12
558740,47566,OWL PARTY BUNTING,11,7/17/16,15:39,4.95,16775,54.45,54.45,11
558746,85099B,JUMBO BAG RED FOX,10,7/17/16,17:23,2.08,14415,20.8,20.8,10
558747,22423,REGENCY CAKESTAND 3 TIER RHINO,16,7/19/16,10:11,10.95,15465,175.2,175.2,16
558751,23084,RABBIT NIGHT LIGHT,3,7/19/16,11:26,2.08,16009,6.24,46.64,19
558751,22910,JIGSAW PUPPY AND BIRDHOUSE,6,7/19/16,11:26,2.95,16009,17.7,46.64,19
558751,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,7/19/16,11:26,2.95,16009,17.7,46.64,19
558751,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,7/19/16,11:26,0.85,16009,0.85,46.64,19
558751,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,7/19/16,11:26,0.85,16009,0.85,46.64,19
558751,22382,LUNCH BAG SPACECHIMP DESIGN ,2,7/19/16,11:26,1.65,16009,3.3,46.64,19
558754,22382,LUNCH BAG SPACECHIMP DESIGN ,2,7/19/16,12:10,1.65,15518,3.3,30.5,6
558754,22423,REGENCY CAKESTAND 3 TIER RHINO,2,7/19/16,12:10,12.75,15518,25.5,30.5,6
558754,21080,SET/20 DOLPHIN PAPER NAPKINS ,2,7/19/16,12:10,0.85,15518,1.7,30.5,6
558756,47566,OWL PARTY BUNTING,12,7/19/16,12:21,4.95,12843,59.4,59.4,12
558760,85099B,JUMBO BAG RED FOX,4,7/19/16,12:38,2.08,16918,8.32,8.32,4
558762,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,1,7/19/16,13:05,4.95,15023,4.95,4.95,1
558763,22960,JAM MAKING SET WITH JARS BALD EAGLE,3,7/19/16,13:08,4.25,12841,12.75,12.75,3
558766,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,24,7/19/16,13:24,2.95,14257,70.8,181.2,56
558766,22910,JIGSAW PUPPY AND BIRDHOUSE,24,7/19/16,13:24,2.95,14257,70.8,181.2,56
558766,47566,OWL PARTY BUNTING,8,7/19/16,13:24,4.95,14257,39.6,181.2,56
558767,47566,OWL PARTY BUNTING,4,7/19/16,13:27,4.95,13833,19.8,45.3,6
558767,22423,REGENCY CAKESTAND 3 TIER RHINO,2,7/19/16,13:27,12.75,13833,25.5,45.3,6
558769,21212,PACK OF 72 LADYBUG CAKE CASES,1,7/19/16,14:58,0.55,17899,0.55,0.55,1
558770,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/19/16,15:19,12.75,12748,12.75,12.75,1
558771,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/19/16,15:53,12.75,17105,12.75,12.75,1
558778,23203,FARM ANIMAL DOILEY PATTERNS,10,7/20/16,10:27,2.08,17160,20.8,41.6,20
558778,85099B,JUMBO BAG RED FOX,10,7/20/16,10:27,2.08,17160,20.8,41.6,20
558812,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,7/20/16,11:35,4.25,16265,25.5,25.5,6
558813,23084,RABBIT NIGHT LIGHT,72,7/20/16,11:42,1.79,12682,128.88,128.88,72
558814,22382,LUNCH BAG SPACECHIMP DESIGN ,10,7/20/16,11:47,1.65,14049,16.5,16.5,10
558861,22423,REGENCY CAKESTAND 3 TIER RHINO,2,7/20/16,12:19,12.75,13373,25.5,51,8
558861,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,7/20/16,12:19,4.25,13373,25.5,51,8
558862,84596B,TIGER MIX DESIGN ORANGE BOWL,16,7/20/16,12:25,0.42,13901,6.72,13.44,32
558862,84596F,STARFISH SOAP DISH,16,7/20/16,12:25,0.42,13901,6.72,13.44,32
558863,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,2,7/20/16,12:28,4.95,17243,9.9,9.9,2
558867,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,7/20/16,12:41,0.85,17765,0.85,0.85,1
558868,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/20/16,12:47,0.55,13266,13.2,13.2,24
558873,22423,REGENCY CAKESTAND 3 TIER RHINO,6,7/20/16,13:28,12.75,15290,76.5,102.9,54
558873,21212,PACK OF 72 LADYBUG CAKE CASES,48,7/20/16,13:28,0.55,15290,26.4,102.9,54
558876,84596B,TIGER MIX DESIGN ORANGE BOWL,5,7/20/16,13:36,0.42,17841,2.1,4.2,10
558876,84596F,STARFISH SOAP DISH,5,7/20/16,13:36,0.42,17841,2.1,4.2,10
558877,21175,SEEYA LATER ALLIGATOR METAL SIGN,1,7/20/16,13:50,2.55,17841,2.55,2.55,1
558879,85099B,JUMBO BAG RED FOX,20,7/20/16,14:07,2.08,12921,41.6,41.6,20
558880,22423,REGENCY CAKESTAND 3 TIER RHINO,4,7/20/16,14:08,12.75,12921,51,51,4
558881,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,7/20/16,14:36,0.85,12705,10.2,10.2,12
558885,47566,OWL PARTY BUNTING,5,7/20/16,15:10,4.95,13267,24.75,24.75,5
558887,47566,OWL PARTY BUNTING,4,7/20/16,15:26,4.95,18265,19.8,58.5,30
558887,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/20/16,15:26,0.55,18265,13.2,58.5,30
558887,22423,REGENCY CAKESTAND 3 TIER RHINO,2,7/20/16,15:26,12.75,18265,25.5,58.5,30
558888,23203,FARM ANIMAL DOILEY PATTERNS,2,7/20/16,15:29,2.08,14056,4.16,8.32,4
558888,85099B,JUMBO BAG RED FOX,2,7/20/16,15:29,2.08,14056,4.16,8.32,4
558902,47566,OWL PARTY BUNTING,50,7/20/16,16:08,4.15,13001,207.5,237.2,56
558902,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,7/20/16,16:08,4.95,13001,29.7,237.2,56
558906,22382,LUNCH BAG SPACECHIMP DESIGN ,6,7/20/16,16:35,1.65,15555,9.9,9.9,6
558908,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,7/21/16,9:06,0.85,13338,10.2,100.8,88
558908,22423,REGENCY CAKESTAND 3 TIER RHINO,4,7/21/16,9:06,12.75,13338,51,100.8,88
558908,21212,PACK OF 72 LADYBUG CAKE CASES,72,7/21/16,9:06,0.55,13338,39.6,100.8,88
558916,47566,OWL PARTY BUNTING,8,7/21/16,9:33,4.95,16985,39.6,39.6,8
558918,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/21/16,9:53,12.75,15646,12.75,12.75,1
558919,23203,FARM ANIMAL DOILEY PATTERNS,10,7/21/16,9:56,2.08,15078,20.8,62.4,30
558919,85099B,JUMBO BAG RED FOX,20,7/21/16,9:56,2.08,15078,41.6,62.4,30
558923,47566,OWL PARTY BUNTING,8,7/21/16,10:06,4.95,16837,39.6,39.6,8
558926,85099B,JUMBO BAG RED FOX,10,7/21/16,10:21,2.08,17469,20.8,40.6,14
558926,47566,OWL PARTY BUNTING,4,7/21/16,10:21,4.95,17469,19.8,40.6,14
558927,23203,FARM ANIMAL DOILEY PATTERNS,10,7/21/16,10:23,2.08,18177,20.8,62.4,30
558927,85099B,JUMBO BAG RED FOX,20,7/21/16,10:23,2.08,18177,41.6,62.4,30
558963,85099B,JUMBO BAG RED FOX,100,7/21/16,10:57,1.79,14235,179,179,100
558964,23203,FARM ANIMAL DOILEY PATTERNS,40,7/21/16,10:58,1.95,14235,78,78,40
558992,22423,REGENCY CAKESTAND 3 TIER RHINO,2,7/21/16,11:36,12.75,14223,25.5,55.2,8
558992,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,7/21/16,11:36,4.95,14223,29.7,55.2,8
558993,47566,OWL PARTY BUNTING,6,7/21/16,11:49,4.95,16729,29.7,29.7,6
558994,47566,OWL PARTY BUNTING,50,7/21/16,11:58,4.15,13854,207.5,207.5,50
559000,47566,OWL PARTY BUNTING,1,7/21/16,12:15,4.95,14099,4.95,4.95,1
559004,85099B,JUMBO BAG RED FOX,10,7/21/16,12:23,2.08,12428,20.8,81.2,28
559004,23203,FARM ANIMAL DOILEY PATTERNS,10,7/21/16,12:23,2.08,12428,20.8,81.2,28
559004,47566,OWL PARTY BUNTING,8,7/21/16,12:23,4.95,12428,39.6,81.2,28
559005,21175,SEEYA LATER ALLIGATOR METAL SIGN,48,7/21/16,12:39,2.08,13183,99.84,99.84,48
559006,85099B,JUMBO BAG RED FOX,10,7/21/16,12:41,2.08,14905,20.8,70.6,30
559006,47566,OWL PARTY BUNTING,8,7/21/16,12:41,4.95,14905,39.6,70.6,30
559006,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,7/21/16,12:41,0.85,14905,10.2,70.6,30
559009,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,7/21/16,12:47,2.95,15549,17.7,40.5,18
559009,22910,JIGSAW PUPPY AND BIRDHOUSE,6,7/21/16,12:47,2.95,15549,17.7,40.5,18
559009,21080,SET/20 DOLPHIN PAPER NAPKINS ,6,7/21/16,12:47,0.85,15549,5.1,40.5,18
559011,85099B,JUMBO BAG RED FOX,10,7/21/16,12:50,2.08,17049,20.8,20.8,10
559016,47566,OWL PARTY BUNTING,12,7/21/16,13:01,4.95,14051,59.4,161.4,20
559016,22423,REGENCY CAKESTAND 3 TIER RHINO,8,7/21/16,13:01,12.75,14051,102,161.4,20
559024,47566,OWL PARTY BUNTING,8,7/21/16,13:38,4.95,16616,39.6,39.6,8
559025,47566,OWL PARTY BUNTING,10,7/21/16,13:56,4.95,16338,49.5,70.3,20
559025,23203,FARM ANIMAL DOILEY PATTERNS,10,7/21/16,13:56,2.08,16338,20.8,70.3,20
559027,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/21/16,14:24,0.55,17046,13.2,13.2,24
559028,23203,FARM ANIMAL DOILEY PATTERNS,10,7/21/16,14:27,2.08,12839,20.8,20.8,10
559032,47566,OWL PARTY BUNTING,50,7/21/16,14:53,4.15,17511,207.5,561.74,322
559032,22382,LUNCH BAG SPACECHIMP DESIGN ,100,7/21/16,14:53,1.45,17511,145,561.74,322
559032,84596B,TIGER MIX DESIGN ORANGE BOWL,72,7/21/16,14:53,0.42,17511,30.24,561.74,322
559032,85099B,JUMBO BAG RED FOX,100,7/21/16,14:53,1.79,17511,179,561.74,322
559035,47566,OWL PARTY BUNTING,8,7/21/16,15:12,4.95,13695,39.6,39.6,8
559036,22382,LUNCH BAG SPACECHIMP DESIGN ,10,7/21/16,15:14,1.65,12637,16.5,75.9,22
559036,47566,OWL PARTY BUNTING,12,7/21/16,15:14,4.95,12637,59.4,75.9,22
559045,22910,JIGSAW PUPPY AND BIRDHOUSE,12,7/21/16,15:40,2.95,14352,35.4,70.8,24
559045,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,7/21/16,15:40,2.95,14352,35.4,70.8,24
559048,21212,PACK OF 72 LADYBUG CAKE CASES,240,7/21/16,15:48,0.4,13027,96,96,240
559056,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,7/22/16,9:15,2.55,14645,30.6,37.32,28
559056,84596F,STARFISH SOAP DISH,16,7/22/16,9:15,0.42,14645,6.72,37.32,28
559058,84596B,TIGER MIX DESIGN ORANGE BOWL,16,7/22/16,9:49,0.42,12407,6.72,13.44,32
559058,84596F,STARFISH SOAP DISH,16,7/22/16,9:49,0.42,12407,6.72,13.44,32
559060,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/22/16,10:00,0.55,15738,13.2,13.2,24
559061,21212,PACK OF 72 LADYBUG CAKE CASES,3,7/22/16,10:04,0.55,17220,1.65,4.17,9
559061,84596F,STARFISH SOAP DISH,2,7/22/16,10:04,0.42,17220,0.84,4.17,9
559061,84596B,TIGER MIX DESIGN ORANGE BOWL,4,7/22/16,10:04,0.42,17220,1.68,4.17,9
559097,23203,FARM ANIMAL DOILEY PATTERNS,10,7/22/16,10:59,2.08,17562,20.8,20.8,10
559107,21212,PACK OF 72 LADYBUG CAKE CASES,4,7/22/16,11:22,0.55,15334,2.2,2.75,5
559107,21212,PACK OF 72 LADYBUG CAKE CASES,1,7/22/16,11:22,0.55,15334,0.55,2.75,5
559112,47566,OWL PARTY BUNTING,2,7/22/16,11:59,4.95,17315,9.9,9.9,2
559120,22382,LUNCH BAG SPACECHIMP DESIGN ,3,7/22/16,12:18,1.65,16393,4.95,48.63,24
559120,23084,RABBIT NIGHT LIGHT,6,7/22/16,12:18,2.08,16393,12.48,48.63,24
559120,85099B,JUMBO BAG RED FOX,5,7/22/16,12:18,2.08,16393,10.4,48.63,24
559120,23203,FARM ANIMAL DOILEY PATTERNS,10,7/22/16,12:18,2.08,16393,20.8,48.63,24
559121,23203,FARM ANIMAL DOILEY PATTERNS,20,7/22/16,12:18,2.08,13599,41.6,41.6,20
559122,84596B,TIGER MIX DESIGN ORANGE BOWL,16,7/22/16,12:22,0.42,15159,6.72,13.44,32
559122,84596F,STARFISH SOAP DISH,16,7/22/16,12:22,0.42,15159,6.72,13.44,32
559123,23203,FARM ANIMAL DOILEY PATTERNS,1,7/22/16,12:26,2.08,17341,2.08,2.08,1
559124,22423,REGENCY CAKESTAND 3 TIER RHINO,4,7/22/16,12:31,12.75,14621,51,110.4,16
559124,47566,OWL PARTY BUNTING,12,7/22/16,12:31,4.95,14621,59.4,110.4,16
559125,85099B,JUMBO BAG RED FOX,10,7/22/16,12:32,2.08,13985,20.8,20.8,10
559127,85099B,JUMBO BAG RED FOX,70,7/22/16,12:33,2.08,15971,145.6,145.6,70
559128,23084,RABBIT NIGHT LIGHT,5,7/22/16,12:39,2.08,17238,10.4,15.35,8
559128,22382,LUNCH BAG SPACECHIMP DESIGN ,3,7/22/16,12:39,1.65,17238,4.95,15.35,8
559130,22423,REGENCY CAKESTAND 3 TIER RHINO,16,7/22/16,12:56,10.95,15189,175.2,175.2,16
559131,47566,OWL PARTY BUNTING,12,7/22/16,13:04,4.95,18144,59.4,59.4,12
559133,23084,RABBIT NIGHT LIGHT,3,7/22/16,13:13,2.08,17861,6.24,11.24,7
559133,22382,LUNCH BAG SPACECHIMP DESIGN ,2,7/22/16,13:13,1.65,17861,3.3,11.24,7
559133,21080,SET/20 DOLPHIN PAPER NAPKINS ,2,7/22/16,13:13,0.85,17861,1.7,11.24,7
559134,23203,FARM ANIMAL DOILEY PATTERNS,10,7/22/16,13:14,2.08,12700,20.8,71.8,14
559134,22423,REGENCY CAKESTAND 3 TIER RHINO,4,7/22/16,13:14,12.75,12700,51,71.8,14
559135,21080,SET/20 DOLPHIN PAPER NAPKINS ,24,7/22/16,13:18,0.85,12455,20.4,20.4,24
559138,84596B,TIGER MIX DESIGN ORANGE BOWL,16,7/22/16,13:35,0.42,16919,6.72,10.08,24
559138,84596F,STARFISH SOAP DISH,8,7/22/16,13:35,0.42,16919,3.36,10.08,24
559141,23084,RABBIT NIGHT LIGHT,7,7/22/16,13:56,2.08,15311,14.56,202.02,117
559141,21175,SEEYA LATER ALLIGATOR METAL SIGN,2,7/22/16,13:56,2.55,15311,5.1,202.02,117
559141,84596F,STARFISH SOAP DISH,8,7/22/16,13:56,0.42,15311,3.36,202.02,117
559141,85099B,JUMBO BAG RED FOX,100,7/22/16,13:56,1.79,15311,179,202.02,117
559145,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,96,7/22/16,14:17,4.95,17404,475.2,475.2,96
559146,23203,FARM ANIMAL DOILEY PATTERNS,20,7/22/16,14:18,2.08,12921,41.6,62.4,30
559146,85099B,JUMBO BAG RED FOX,10,7/22/16,14:18,2.08,12921,20.8,62.4,30
559152,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/22/16,15:02,4.95,14214,14.85,14.85,3
559157,23203,FARM ANIMAL DOILEY PATTERNS,10,7/22/16,15:53,2.08,13999,20.8,40.6,14
559157,47566,OWL PARTY BUNTING,4,7/22/16,15:53,4.95,13999,19.8,40.6,14
559164,21080,SET/20 DOLPHIN PAPER NAPKINS ,96,7/22/16,16:39,0.72,16422,69.12,69.12,96
559167,23203,FARM ANIMAL DOILEY PATTERNS,2,7/22/16,16:54,2.08,17997,4.16,4.16,2
559170,23203,FARM ANIMAL DOILEY PATTERNS,4,7/22/16,17:31,2.08,16942,8.32,14.56,7
559170,85099B,JUMBO BAG RED FOX,3,7/22/16,17:31,2.08,16942,6.24,14.56,7
559171,47566,OWL PARTY BUNTING,4,7/23/16,8:21,4.95,17651,19.8,40.6,14
559171,23203,FARM ANIMAL DOILEY PATTERNS,10,7/23/16,8:21,2.08,17651,20.8,40.6,14
559173,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/23/16,10:03,4.95,12540,14.85,14.85,3
559187,22960,JAM MAKING SET WITH JARS BALD EAGLE,11,7/23/16,10:20,4.25,12507,46.75,46.75,11
559200,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/23/16,10:36,12.75,13291,12.75,22.65,3
559200,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,2,7/23/16,10:36,4.95,13291,9.9,22.65,3
559202,84596B,TIGER MIX DESIGN ORANGE BOWL,16,7/23/16,10:40,0.42,13583,6.72,72.49,81
559202,84596F,STARFISH SOAP DISH,16,7/23/16,10:40,0.42,13583,6.72,72.49,81
559202,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,7/23/16,10:40,0.85,13583,10.2,72.49,81
559202,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/23/16,10:40,0.55,13583,13.2,72.49,81
559202,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/23/16,10:40,4.95,13583,14.85,72.49,81
559202,23203,FARM ANIMAL DOILEY PATTERNS,10,7/23/16,10:40,2.08,13583,20.8,72.49,81
559203,47566,OWL PARTY BUNTING,200,7/23/16,10:43,4.15,17723,830,830,200
559254,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/23/16,11:56,4.95,16814,14.85,14.85,3
559255,21212,PACK OF 72 LADYBUG CAKE CASES,480,7/23/16,12:04,0.4,13027,192,192,480
559256,47566,OWL PARTY BUNTING,12,7/23/16,12:10,4.95,15249,59.4,59.4,12
559289,85099B,JUMBO BAG RED FOX,12,7/23/16,12:22,2.08,15719,24.96,72.33,33
559289,23203,FARM ANIMAL DOILEY PATTERNS,14,7/23/16,12:22,2.08,15719,29.12,72.33,33
559289,47566,OWL PARTY BUNTING,3,7/23/16,12:22,4.95,15719,14.85,72.33,33
559289,21080,SET/20 DOLPHIN PAPER NAPKINS ,4,7/23/16,12:22,0.85,15719,3.4,72.33,33
559295,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/23/16,12:32,12.75,12362,12.75,12.75,1
559297,21212,PACK OF 72 LADYBUG CAKE CASES,12,7/23/16,12:36,0.55,16743,6.6,19.35,17
559297,21175,SEEYA LATER ALLIGATOR METAL SIGN,5,7/23/16,12:36,2.55,16743,12.75,19.35,17
559298,22423,REGENCY CAKESTAND 3 TIER RHINO,16,7/23/16,12:38,10.95,12471,175.2,175.2,16
559299,23203,FARM ANIMAL DOILEY PATTERNS,10,7/23/16,12:39,2.08,16929,20.8,55.04,52
559299,84596B,TIGER MIX DESIGN ORANGE BOWL,16,7/23/16,12:39,0.42,16929,6.72,55.04,52
559299,84596F,STARFISH SOAP DISH,16,7/23/16,12:39,0.42,16929,6.72,55.04,52
559299,85099B,JUMBO BAG RED FOX,10,7/23/16,12:39,2.08,16929,20.8,55.04,52
559307,22382,LUNCH BAG SPACECHIMP DESIGN ,4,7/23/16,13:02,1.65,15356,6.6,19.35,9
559307,21175,SEEYA LATER ALLIGATOR METAL SIGN,5,7/23/16,13:02,2.55,15356,12.75,19.35,9
559308,22382,LUNCH BAG SPACECHIMP DESIGN ,10,7/23/16,13:05,1.65,13158,16.5,16.5,10
559310,84596B,TIGER MIX DESIGN ORANGE BOWL,16,7/23/16,13:33,0.42,15505,6.72,13.44,32
559310,84596F,STARFISH SOAP DISH,16,7/23/16,13:33,0.42,15505,6.72,13.44,32
559311,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,24,7/23/16,13:35,4.25,14459,102,231,68
559311,22960,JAM MAKING SET WITH JARS BALD EAGLE,24,7/23/16,13:35,3.75,14459,90,231,68
559311,85099B,JUMBO BAG RED FOX,20,7/23/16,13:35,1.95,14459,39,231,68
559315,47566,OWL PARTY BUNTING,50,7/23/16,13:52,4.15,13456,207.5,207.5,50
559316,85099B,JUMBO BAG RED FOX,10,7/23/16,13:54,2.08,12647,20.8,34,34
559316,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/23/16,13:54,0.55,12647,13.2,34,34
559321,23203,FARM ANIMAL DOILEY PATTERNS,10,7/23/16,14:30,2.08,17069,20.8,84.55,15
559321,22423,REGENCY CAKESTAND 3 TIER RHINO,5,7/23/16,14:30,12.75,17069,63.75,84.55,15
559322,85099B,JUMBO BAG RED FOX,300,7/23/16,14:46,1.79,15769,537,537,300
559326,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,7/23/16,15:16,0.85,13835,10.2,10.2,12
559329,21212,PACK OF 72 LADYBUG CAKE CASES,24,7/23/16,15:41,0.55,15241,13.2,13.2,24
559331,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,7/23/16,15:45,4.95,16156,29.7,50.5,16
559331,85099B,JUMBO BAG RED FOX,10,7/23/16,15:45,2.08,16156,20.8,50.5,16
559336,47566,OWL PARTY BUNTING,2,7/23/16,16:17,4.95,17315,9.9,9.9,2
559341,85099B,JUMBO BAG RED FOX,10,7/23/16,16:56,2.08,15144,20.8,20.8,10
559342,47566,OWL PARTY BUNTING,12,7/23/16,16:59,4.95,14493,59.4,59.4,12
559349,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/23/16,17:33,12.75,15150,12.75,12.75,1
559350,22423,REGENCY CAKESTAND 3 TIER RHINO,4,7/23/16,17:35,12.75,16842,51,51,4
559354,47566,OWL PARTY BUNTING,4,7/23/16,18:02,4.95,16012,19.8,32.55,5
559354,22423,REGENCY CAKESTAND 3 TIER RHINO,1,7/23/16,18:02,12.75,16012,12.75,32.55,5
559357,23203,FARM ANIMAL DOILEY PATTERNS,10,7/23/16,18:56,2.08,17107,20.8,29.3,12
559357,22960,JAM MAKING SET WITH JARS BALD EAGLE,2,7/23/16,18:56,4.25,17107,8.5,29.3,12
559358,47566,OWL PARTY BUNTING,4,7/23/16,19:14,4.95,15675,19.8,19.8,4
559359,21080,SET/20 DOLPHIN PAPER NAPKINS ,2,7/23/16,19:18,0.85,14702,1.7,1.7,2
559360,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,7/23/16,19:54,4.95,14657,14.85,14.85,3
